date,city,latitude,longitude,pm25,aqi,aqi_category,pm10,o3,no2,so2,co,temperature,humidity,wind_speed,year,month,day,hour,day_of_week,season,is_weekend
2020-06-18,Dover,39.1582,-75.5244,12.57,57,Moderate,30.8,40.33,23.85,3.67,0.57,25.04,63.2,7.1,2020,6,18,0,3,Summer,0
2020-06-19,Dover,39.1582,-75.5244,15.0,62,Moderate,18.49,21.58,25.47,7.23,0.49,7.26,79.7,0.8,2020,6,19,0,4,Summer,0
2020-06-20,Dover,39.1582,-75.5244,8.96,50,Good,37.23,43.63,20.49,5.55,0.38,9.23,31.7,5.7,2020,6,20,0,5,Summer,1
2020-06-21,Dover,39.1582,-75.5244,14.64,61,Moderate,30.46,29.59,23.7,4.52,0.65,15.27,35.4,2.0,2020,6,21,0,6,Summer,1
2020-06-22,Dover,39.1582,-75.5244,16.14,64,Moderate,17.5,30.02,15.03,5.55,0.72,15.08,70.1,2.3,2020,6,22,0,0,Summer,0
2020-06-23,Dover,39.1582,-75.5244,14.53,61,Moderate,19.95,35.59,28.02,7.39,0.38,17.99,81.9,8.9,2020,6,23,0,1,Summer,0
2020-06-24,Dover,39.1582,-75.5244,13.94,60,Moderate,26.67,21.83,19.59,6.48,0.75,10.61,32.5,4.9,2020,6,24,0,2,Summer,0
2020-06-25,Dover,39.1582,-75.5244,11.1,55,Moderate,24.84,30.41,21.85,6.93,0.6,11.86,69.0,3.1,2020,6,25,0,3,Summer,0
2020-06-26,Dover,39.1582,-75.5244,14.52,61,Moderate,31.38,41.15,15.83,6.44,0.44,20.94,30.7,2.9,2020,6,26,0,4,Summer,0
2020-06-27,Dover,39.1582,-75.5244,11.43,55,Moderate,27.1,23.68,25.36,6.19,0.37,18.94,86.4,4.5,2020,6,27,0,5,Summer,1
2020-06-28,Dover,39.1582,-75.5244,13.55,59,Moderate,37.38,21.19,17.71,6.97,0.52,13.19,74.1,6.2,2020,6,28,0,6,Summer,1
2020-06-29,Dover,39.1582,-75.5244,15.93,64,Moderate,19.17,42.17,23.76,7.08,0.58,21.52,56.7,6.3,2020,6,29,0,0,Summer,0
2020-06-30,Dover,39.1582,-75.5244,8.86,49,Good,33.1,42.53,27.89,6.82,0.53,19.12,86.0,0.6,2020,6,30,0,1,Summer,0
2020-07-01,Dover,39.1582,-75.5244,15.01,62,Moderate,29.08,23.04,26.09,3.87,0.61,11.29,32.4,8.4,2020,7,1,0,2,Summer,0
2020-07-02,Dover,39.1582,-75.5244,8.14,45,Good,30.18,27.22,18.23,6.26,0.56,6.62,34.9,0.6,2020,7,2,0,3,Summer,0
2020-07-03,Dover,39.1582,-75.5244,15.04,62,Moderate,19.02,40.81,15.77,6.88,0.45,14.97,58.1,5.2,2020,7,3,0,4,Summer,0
2020-07-04,Dover,39.1582,-75.5244,11.25,55,Moderate,32.18,29.31,18.73,5.56,0.61,15.62,89.6,5.0,2020,7,4,0,5,Summer,1
2020-07-05,Dover,39.1582,-75.5244,13.7,60,Moderate,15.5,30.22,18.99,3.09,0.31,20.79,52.9,3.3,2020,7,5,0,6,Summer,1
2020-07-06,Dover,39.1582,-75.5244,12.46,57,Moderate,16.46,28.22,27.12,6.32,0.33,5.1,68.2,4.2,2020,7,6,0,0,Summer,0
2020-07-07,Dover,39.1582,-75.5244,16.09,64,Moderate,23.08,18.33,15.87,6.75,0.61,14.66,67.4,2.4,2020,7,7,0,1,Summer,0
2020-07-08,Dover,39.1582,-75.5244,8.21,46,Good,25.31,27.3,21.09,5.08,0.47,8.78,78.0,8.3,2020,7,8,0,2,Summer,0
2020-07-09,Dover,39.1582,-75.5244,11.66,56,Moderate,25.43,31.1,18.06,4.45,0.56,10.49,87.0,6.2,2020,7,9,0,3,Summer,0
2020-07-10,Dover,39.1582,-75.5244,16.33,64,Moderate,18.97,24.3,27.02,5.73,0.47,13.87,85.2,5.6,2020,7,10,0,4,Summer,0
2020-07-11,Dover,39.1582,-75.5244,7.64,42,Good,34.24,27.69,14.77,6.94,0.46,21.73,87.7,5.2,2020,7,11,0,5,Summer,1
2020-07-12,Dover,39.1582,-75.5244,8.38,47,Good,20.62,30.87,19.27,6.82,0.66,8.08,60.4,2.1,2020,7,12,0,6,Summer,1
2020-07-13,Dover,39.1582,-75.5244,14.23,61,Moderate,18.33,24.86,16.99,5.37,0.54,7.67,35.5,6.5,2020,7,13,0,0,Summer,0
2020-07-14,Dover,39.1582,-75.5244,7.27,40,Good,19.22,25.57,18.91,4.18,0.52,19.04,72.4,5.0,2020,7,14,0,1,Summer,0
2020-07-15,Dover,39.1582,-75.5244,15.41,63,Moderate,17.3,40.36,25.34,5.21,0.64,11.32,37.6,2.8,2020,7,15,0,2,Summer,0
2020-07-16,Dover,39.1582,-75.5244,13.04,58,Moderate,29.82,30.66,17.16,6.6,0.47,8.23,78.9,7.7,2020,7,16,0,3,Summer,0
2020-07-17,Dover,39.1582,-75.5244,12.66,58,Moderate,17.41,28.83,12.47,6.79,0.67,13.12,87.7,2.5,2020,7,17,0,4,Summer,0
2020-07-18,Dover,39.1582,-75.5244,14.05,60,Moderate,34.96,19.89,19.84,5.98,0.35,17.3,63.3,6.8,2020,7,18,0,5,Summer,1
2020-07-19,Dover,39.1582,-75.5244,16.82,65,Moderate,31.56,34.53,19.04,3.55,0.67,5.11,42.5,9.7,2020,7,19,0,6,Summer,1
2020-07-20,Dover,39.1582,-75.5244,14.15,60,Moderate,34.9,26.26,13.88,6.0,0.31,19.81,51.9,3.8,2020,7,20,0,0,Summer,0
2020-07-21,Dover,39.1582,-75.5244,12.89,58,Moderate,32.62,36.84,12.55,4.11,0.65,11.67,55.3,2.7,2020,7,21,0,1,Summer,0
2020-07-22,Dover,39.1582,-75.5244,13.78,60,Moderate,15.93,35.41,25.8,6.02,0.58,22.88,82.5,1.6,2020,7,22,0,2,Summer,0
2020-07-23,Dover,39.1582,-75.5244,15.61,63,Moderate,19.91,41.73,27.53,4.36,0.64,6.95,63.5,9.1,2020,7,23,0,3,Summer,0
2020-07-24,Dover,39.1582,-75.5244,9.41,52,Moderate,29.16,31.94,17.49,3.25,0.54,21.55,50.2,4.2,2020,7,24,0,4,Summer,0
2020-07-25,Dover,39.1582,-75.5244,12.49,57,Moderate,26.54,27.19,27.07,6.94,0.49,14.9,38.1,1.1,2020,7,25,0,5,Summer,1
2020-07-26,Dover,39.1582,-75.5244,16.97,66,Moderate,23.6,29.01,18.17,3.32,0.32,17.48,42.0,7.5,2020,7,26,0,6,Summer,1
2020-07-27,Dover,39.1582,-75.5244,9.48,52,Moderate,22.63,18.47,23.06,3.25,0.69,5.54,30.3,5.8,2020,7,27,0,0,Summer,0
2020-07-28,Dover,39.1582,-75.5244,14.21,61,Moderate,32.31,18.78,25.53,5.01,0.69,15.17,75.8,6.6,2020,7,28,0,1,Summer,0
2020-07-29,Dover,39.1582,-75.5244,14.17,60,Moderate,19.03,33.83,17.95,6.21,0.56,21.55,36.2,9.4,2020,7,29,0,2,Summer,0
2020-07-30,Dover,39.1582,-75.5244,10.46,54,Moderate,25.17,28.23,23.03,3.67,0.52,20.53,83.3,1.9,2020,7,30,0,3,Summer,0
2020-07-31,Dover,39.1582,-75.5244,8.98,50,Good,16.66,31.62,20.65,6.87,0.45,21.79,75.1,7.4,2020,7,31,0,4,Summer,0
2020-08-01,Dover,39.1582,-75.5244,14.17,60,Moderate,15.65,36.5,17.31,4.06,0.46,14.92,71.3,4.0,2020,8,1,0,5,Summer,1
2020-08-02,Dover,39.1582,-75.5244,10.33,53,Moderate,20.27,32.11,13.57,4.6,0.38,4.03,79.2,2.9,2020,8,2,0,6,Summer,1
2020-08-03,Dover,39.1582,-75.5244,8.39,47,Good,13.73,27.02,11.8,2.71,0.39,6.95,79.6,2.5,2020,8,3,0,0,Summer,0
2020-08-04,Dover,39.1582,-75.5244,10.25,53,Moderate,28.48,34.26,15.25,3.51,0.64,19.63,68.4,8.1,2020,8,4,0,1,Summer,0
2020-08-05,Dover,39.1582,-75.5244,15.23,62,Moderate,26.71,35.93,17.76,2.74,0.63,8.84,31.1,3.3,2020,8,5,0,2,Summer,0
2020-08-06,Dover,39.1582,-75.5244,14.15,60,Moderate,26.31,16.21,13.49,6.21,0.52,10.28,72.9,8.1,2020,8,6,0,3,Summer,0
2020-08-07,Dover,39.1582,-75.5244,13.2,59,Moderate,14.59,21.06,19.5,2.84,0.49,22.63,31.3,8.4,2020,8,7,0,4,Summer,0
2020-08-08,Dover,39.1582,-75.5244,10.8,54,Moderate,16.88,28.53,14.34,5.19,0.54,18.74,89.7,4.0,2020,8,8,0,5,Summer,1
2020-08-09,Dover,39.1582,-75.5244,12.48,57,Moderate,23.92,21.98,25.87,4.64,0.47,15.15,86.7,4.3,2020,8,9,0,6,Summer,1
2020-08-10,Dover,39.1582,-75.5244,14.08,60,Moderate,17.17,28.95,23.01,4.46,0.3,3.81,83.2,5.9,2020,8,10,0,0,Summer,0
2020-08-11,Dover,39.1582,-75.5244,8.6,48,Good,31.61,18.46,17.85,5.5,0.35,3.66,56.4,8.8,2020,8,11,0,1,Summer,0
2020-08-12,Dover,39.1582,-75.5244,9.05,51,Moderate,20.24,17.59,12.5,6.34,0.44,7.98,67.4,4.5,2020,8,12,0,2,Summer,0
2020-08-13,Dover,39.1582,-75.5244,13.91,60,Moderate,27.49,31.61,24.52,4.72,0.61,5.11,32.8,5.6,2020,8,13,0,3,Summer,0
2020-08-14,Dover,39.1582,-75.5244,14.17,60,Moderate,30.11,23.42,19.56,4.54,0.62,6.45,45.6,7.1,2020,8,14,0,4,Summer,0
2020-08-15,Dover,39.1582,-75.5244,10.78,54,Moderate,32.21,21.45,23.44,4.98,0.36,5.62,89.9,4.2,2020,8,15,0,5,Summer,1
2020-08-16,Dover,39.1582,-75.5244,13.42,59,Moderate,16.47,23.7,19.55,6.19,0.45,22.53,70.6,7.9,2020,8,16,0,6,Summer,1
2020-08-17,Dover,39.1582,-75.5244,10.16,53,Moderate,24.81,38.02,25.7,3.79,0.44,15.19,66.6,3.2,2020,8,17,0,0,Summer,0
2020-08-18,Dover,39.1582,-75.5244,7.86,44,Good,29.54,35.81,22.64,4.83,0.42,6.84,38.5,4.8,2020,8,18,0,1,Summer,0
2020-08-19,Dover,39.1582,-75.5244,9.08,51,Moderate,29.11,18.91,10.45,4.02,0.28,18.5,44.5,1.4,2020,8,19,0,2,Summer,0
2020-08-20,Dover,39.1582,-75.5244,11.19,55,Moderate,25.78,28.69,12.86,5.1,0.38,16.13,47.2,3.6,2020,8,20,0,3,Summer,0
2020-08-21,Dover,39.1582,-75.5244,15.46,63,Moderate,16.26,31.55,18.93,4.92,0.29,17.07,67.9,2.4,2020,8,21,0,4,Summer,0
2020-08-22,Dover,39.1582,-75.5244,15.57,63,Moderate,14.31,37.09,12.69,2.97,0.56,12.24,55.8,3.7,2020,8,22,0,5,Summer,1
2020-08-23,Dover,39.1582,-75.5244,13.94,60,Moderate,16.78,38.74,25.58,3.22,0.59,11.59,56.4,8.7,2020,8,23,0,6,Summer,1
2020-08-24,Dover,39.1582,-75.5244,11.06,55,Moderate,28.95,17.05,14.03,5.07,0.52,10.49,87.5,1.4,2020,8,24,0,0,Summer,0
2020-08-25,Dover,39.1582,-75.5244,7.76,43,Good,15.59,33.05,20.81,5.06,0.4,4.85,43.9,3.2,2020,8,25,0,1,Summer,0
2020-08-26,Dover,39.1582,-75.5244,5.96,33,Good,18.21,34.79,25.43,4.8,0.36,20.12,39.3,1.8,2020,8,26,0,2,Summer,0
2020-08-27,Dover,39.1582,-75.5244,7.6,42,Good,28.82,34.52,19.08,4.99,0.28,8.16,59.0,1.8,2020,8,27,0,3,Summer,0
2020-08-28,Dover,39.1582,-75.5244,9.56,52,Moderate,25.71,32.2,16.78,3.32,0.3,3.63,76.9,2.1,2020,8,28,0,4,Summer,0
2020-08-29,Dover,39.1582,-75.5244,9.84,52,Moderate,23.18,23.13,17.25,5.86,0.34,16.7,66.7,2.5,2020,8,29,0,5,Summer,1
2020-08-30,Dover,39.1582,-75.5244,10.56,54,Moderate,24.66,24.16,23.43,4.08,0.32,6.97,43.7,2.0,2020,8,30,0,6,Summer,1
2020-08-31,Dover,39.1582,-75.5244,9.01,51,Moderate,29.32,29.45,13.98,4.14,0.35,18.78,31.8,2.2,2020,8,31,0,0,Summer,0
2020-09-01,Dover,39.1582,-75.5244,13.6,59,Moderate,17.12,33.45,22.95,5.06,0.44,11.56,38.0,2.6,2020,9,1,0,1,Fall,0
2020-09-02,Dover,39.1582,-75.5244,9.61,52,Moderate,10.91,33.51,23.11,3.2,0.49,18.73,76.2,8.3,2020,9,2,0,2,Fall,0
2020-09-03,Dover,39.1582,-75.5244,10.22,53,Moderate,26.0,16.66,21.02,4.41,0.41,21.54,54.7,4.3,2020,9,3,0,3,Fall,0
2020-09-04,Dover,39.1582,-75.5244,12.61,58,Moderate,29.55,23.06,20.03,4.9,0.22,15.33,63.1,6.9,2020,9,4,0,4,Fall,0
2020-09-05,Dover,39.1582,-75.5244,7.55,42,Good,28.0,25.52,21.01,3.32,0.46,21.6,32.8,5.1,2020,9,5,0,5,Fall,1
2020-09-06,Dover,39.1582,-75.5244,6.04,34,Good,23.37,36.03,22.66,2.89,0.38,10.99,45.4,0.6,2020,9,6,0,6,Fall,1
2020-09-07,Dover,39.1582,-75.5244,9.48,52,Moderate,18.04,21.79,13.94,4.9,0.59,10.51,51.8,0.9,2020,9,7,0,0,Fall,0
2020-09-08,Dover,39.1582,-75.5244,11.6,56,Moderate,18.74,16.36,22.18,5.01,0.5,7.94,80.1,3.9,2020,9,8,0,1,Fall,0
2020-09-09,Dover,39.1582,-75.5244,11.28,55,Moderate,18.78,34.17,22.94,5.21,0.59,18.54,31.5,9.9,2020,9,9,0,2,Fall,0
2020-09-10,Dover,39.1582,-75.5244,11.41,55,Moderate,25.49,34.4,24.3,2.16,0.58,15.6,85.4,3.2,2020,9,10,0,3,Fall,0
2020-09-11,Dover,39.1582,-75.5244,13.77,60,Moderate,23.87,19.91,16.42,5.6,0.35,3.4,88.0,2.1,2020,9,11,0,4,Fall,0
2020-09-12,Dover,39.1582,-75.5244,8.21,46,Good,18.94,16.0,22.84,6.12,0.4,10.43,73.1,3.8,2020,9,12,0,5,Fall,1
2020-09-13,Dover,39.1582,-75.5244,7.78,43,Good,11.79,35.34,9.61,5.6,0.37,14.7,47.4,5.6,2020,9,13,0,6,Fall,1
2020-09-14,Dover,39.1582,-75.5244,9.33,51,Moderate,10.71,22.04,22.39,5.74,0.4,2.44,36.4,0.6,2020,9,14,0,0,Fall,0
2020-09-15,Dover,39.1582,-75.5244,13.19,59,Moderate,18.13,27.31,20.84,5.19,0.36,20.8,66.2,0.5,2020,9,15,0,1,Fall,0
2020-09-16,Dover,39.1582,-75.5244,9.42,52,Moderate,19.8,36.76,17.6,3.07,0.24,7.38,47.4,6.0,2020,9,16,0,2,Fall,0
2020-09-17,Dover,39.1582,-75.5244,7.37,41,Good,12.98,12.94,23.43,4.72,0.28,11.48,54.7,1.4,2020,9,17,0,3,Fall,0
2020-09-18,Dover,39.1582,-75.5244,11.77,56,Moderate,29.61,22.55,24.32,3.41,0.36,16.92,69.1,3.7,2020,9,18,0,4,Fall,0
2020-09-19,Dover,39.1582,-75.5244,7.66,43,Good,14.38,30.81,15.67,2.18,0.58,21.41,45.7,1.0,2020,9,19,0,5,Fall,1
2020-09-20,Dover,39.1582,-75.5244,10.24,53,Moderate,19.38,33.71,9.9,4.13,0.36,14.99,50.8,2.1,2020,9,20,0,6,Fall,1
2020-09-21,Dover,39.1582,-75.5244,12.33,57,Moderate,12.95,29.52,15.02,2.78,0.45,17.5,62.7,4.3,2020,9,21,0,0,Fall,0
2020-09-22,Dover,39.1582,-75.5244,7.56,42,Good,22.21,14.72,23.63,3.84,0.41,10.89,35.6,3.9,2020,9,22,0,1,Fall,0
2020-09-23,Dover,39.1582,-75.5244,10.85,54,Moderate,11.39,26.93,14.1,2.96,0.25,21.42,51.9,6.6,2020,9,23,0,2,Fall,0
2020-09-24,Dover,39.1582,-75.5244,13.9,60,Moderate,26.23,24.87,22.94,5.3,0.32,15.14,31.5,3.0,2020,9,24,0,3,Fall,0
2020-09-25,Dover,39.1582,-75.5244,12.61,58,Moderate,20.48,36.32,22.58,5.04,0.25,19.06,67.1,6.4,2020,9,25,0,4,Fall,0
2020-09-26,Dover,39.1582,-75.5244,10.52,54,Moderate,17.64,23.52,11.14,5.48,0.27,16.24,86.0,7.0,2020,9,26,0,5,Fall,1
2020-09-27,Dover,39.1582,-75.5244,8.87,49,Good,12.09,21.38,11.22,5.88,0.24,19.02,59.4,2.5,2020,9,27,0,6,Fall,1
2020-09-28,Dover,39.1582,-75.5244,10.44,53,Moderate,23.47,32.91,18.85,4.07,0.56,12.1,58.4,3.8,2020,9,28,0,0,Fall,0
2020-09-29,Dover,39.1582,-75.5244,5.41,30,Good,13.43,16.28,22.96,3.46,0.58,2.56,37.0,6.7,2020,9,29,0,1,Fall,0
2020-09-30,Dover,39.1582,-75.5244,12.25,57,Moderate,13.52,16.68,20.38,3.28,0.49,15.4,60.9,3.0,2020,9,30,0,2,Fall,0
2020-10-01,Dover,39.1582,-75.5244,13.79,60,Moderate,17.06,22.51,10.82,4.4,0.37,18.47,35.9,3.3,2020,10,1,0,3,Fall,0
2020-10-02,Dover,39.1582,-75.5244,13.95,60,Moderate,17.2,28.47,12.36,2.93,0.37,17.34,51.9,8.0,2020,10,2,0,4,Fall,0
2020-10-03,Dover,39.1582,-75.5244,9.56,52,Moderate,11.3,13.06,12.84,4.16,0.43,9.03,76.4,2.8,2020,10,3,0,5,Fall,1
2020-10-04,Dover,39.1582,-75.5244,10.01,53,Moderate,21.02,24.09,10.16,5.27,0.2,7.31,88.9,7.9,2020,10,4,0,6,Fall,1
2020-10-05,Dover,39.1582,-75.5244,13.9,60,Moderate,27.14,31.35,11.98,3.47,0.26,7.09,33.6,7.5,2020,10,5,0,0,Fall,0
2020-10-06,Dover,39.1582,-75.5244,9.01,51,Moderate,20.29,19.78,13.68,2.54,0.49,8.77,66.2,3.2,2020,10,6,0,1,Fall,0
2020-10-07,Dover,39.1582,-75.5244,14.16,60,Moderate,11.48,28.8,16.34,2.77,0.35,14.8,52.6,4.9,2020,10,7,0,2,Fall,0
2020-10-08,Dover,39.1582,-75.5244,5.78,32,Good,10.21,30.78,22.61,5.71,0.42,2.95,36.0,2.4,2020,10,8,0,3,Fall,0
2020-10-09,Dover,39.1582,-75.5244,12.18,57,Moderate,20.05,26.89,21.18,2.44,0.55,3.7,35.2,6.1,2020,10,9,0,4,Fall,0
2020-10-10,Dover,39.1582,-75.5244,10.02,53,Moderate,15.88,26.24,23.52,4.28,0.33,19.03,89.6,9.1,2020,10,10,0,5,Fall,1
2020-10-11,Dover,39.1582,-75.5244,13.34,59,Moderate,23.44,18.63,10.05,2.53,0.51,7.87,76.8,6.9,2020,10,11,0,6,Fall,1
2020-10-12,Dover,39.1582,-75.5244,11.13,55,Moderate,19.54,27.87,12.59,4.26,0.52,12.48,57.2,4.7,2020,10,12,0,0,Fall,0
2020-10-13,Dover,39.1582,-75.5244,11.5,55,Moderate,27.44,22.89,8.77,4.74,0.57,15.28,35.7,9.9,2020,10,13,0,1,Fall,0
2020-10-14,Dover,39.1582,-75.5244,12.77,58,Moderate,14.17,33.78,17.75,3.8,0.31,20.43,47.6,9.6,2020,10,14,0,2,Fall,0
2020-10-15,Dover,39.1582,-75.5244,11.91,56,Moderate,26.93,17.26,16.08,3.32,0.6,16.25,77.1,5.0,2020,10,15,0,3,Fall,0
2020-10-16,Dover,39.1582,-75.5244,6.55,36,Good,24.29,13.7,19.92,4.4,0.5,21.37,45.8,9.0,2020,10,16,0,4,Fall,0
2020-10-17,Dover,39.1582,-75.5244,9.05,51,Moderate,13.54,12.18,16.7,2.75,0.57,20.09,33.1,1.2,2020,10,17,0,5,Fall,1
2020-10-18,Dover,39.1582,-75.5244,7.59,42,Good,11.0,25.75,23.37,5.93,0.52,4.85,38.2,2.0,2020,10,18,0,6,Fall,1
2020-10-19,Dover,39.1582,-75.5244,8.98,50,Good,13.19,30.34,8.54,2.04,0.25,21.31,35.0,2.2,2020,10,19,0,0,Fall,0
2020-10-20,Dover,39.1582,-75.5244,13.33,59,Moderate,27.75,26.26,10.12,5.04,0.29,4.29,60.1,7.3,2020,10,20,0,1,Fall,0
2020-10-21,Dover,39.1582,-75.5244,11.45,55,Moderate,12.1,14.41,17.29,2.01,0.3,17.82,84.9,2.1,2020,10,21,0,2,Fall,0
2020-10-22,Dover,39.1582,-75.5244,13.51,59,Moderate,26.87,16.96,20.27,3.53,0.55,7.34,74.5,3.6,2020,10,22,0,3,Fall,0
2020-10-23,Dover,39.1582,-75.5244,4.66,26,Good,23.36,16.17,22.06,5.73,0.56,7.46,66.8,8.9,2020,10,23,0,4,Fall,0
2020-10-24,Dover,39.1582,-75.5244,9.08,51,Moderate,16.55,19.24,13.48,2.64,0.47,21.86,76.4,9.8,2020,10,24,0,5,Fall,1
2020-10-25,Dover,39.1582,-75.5244,8.99,50,Good,10.79,12.16,23.6,4.03,0.58,14.1,71.1,1.3,2020,10,25,0,6,Fall,1
2020-10-26,Dover,39.1582,-75.5244,13.05,58,Moderate,29.3,32.8,22.31,4.76,0.58,14.07,30.6,8.5,2020,10,26,0,0,Fall,0
2020-10-27,Dover,39.1582,-75.5244,11.28,55,Moderate,21.81,30.57,10.27,3.64,0.3,21.2,48.2,8.0,2020,10,27,0,1,Fall,0
2020-10-28,Dover,39.1582,-75.5244,6.74,37,Good,18.47,14.64,17.65,2.28,0.21,2.73,76.7,7.4,2020,10,28,0,2,Fall,0
2020-10-29,Dover,39.1582,-75.5244,8.07,45,Good,20.04,13.64,16.63,2.64,0.48,21.98,58.6,8.4,2020,10,29,0,3,Fall,0
2020-10-30,Dover,39.1582,-75.5244,10.36,53,Moderate,23.47,28.48,22.73,5.52,0.3,6.16,64.4,8.7,2020,10,30,0,4,Fall,0
2020-10-31,Dover,39.1582,-75.5244,8.72,48,Good,18.72,24.13,23.4,2.24,0.56,6.46,88.6,7.0,2020,10,31,0,5,Fall,1
2020-11-01,Dover,39.1582,-75.5244,7.79,43,Good,28.17,27.09,9.11,2.68,0.24,6.47,79.9,1.9,2020,11,1,0,6,Fall,1
2020-11-02,Dover,39.1582,-75.5244,13.28,59,Moderate,30.12,19.34,19.54,3.42,0.32,11.76,60.8,2.4,2020,11,2,0,0,Fall,0
2020-11-03,Dover,39.1582,-75.5244,10.28,53,Moderate,12.34,19.02,10.9,5.01,0.24,18.31,45.0,8.0,2020,11,3,0,1,Fall,0
2020-11-04,Dover,39.1582,-75.5244,12.32,57,Moderate,26.53,15.05,24.0,3.49,0.44,9.4,64.5,8.7,2020,11,4,0,2,Fall,0
2020-11-05,Dover,39.1582,-75.5244,12.18,57,Moderate,26.73,16.18,20.32,3.23,0.57,20.33,67.0,5.4,2020,11,5,0,3,Fall,0
2020-11-06,Dover,39.1582,-75.5244,8.16,45,Good,26.42,29.21,10.7,3.83,0.56,8.2,60.3,3.9,2020,11,6,0,4,Fall,0
2020-11-07,Dover,39.1582,-75.5244,8.27,46,Good,23.48,19.89,17.69,2.18,0.52,3.62,34.9,9.2,2020,11,7,0,5,Fall,1
2020-11-08,Dover,39.1582,-75.5244,14.26,61,Moderate,24.29,31.24,24.41,3.44,0.33,15.57,32.0,9.4,2020,11,8,0,6,Fall,1
2020-11-09,Dover,39.1582,-75.5244,10.59,54,Moderate,14.18,14.83,21.74,3.97,0.25,20.77,63.4,6.1,2020,11,9,0,0,Fall,0
2020-11-10,Dover,39.1582,-75.5244,7.49,42,Good,28.34,19.66,11.84,3.86,0.59,2.84,81.5,6.5,2020,11,10,0,1,Fall,0
2020-11-11,Dover,39.1582,-75.5244,14.13,60,Moderate,12.58,31.72,24.06,2.29,0.35,12.35,68.6,8.1,2020,11,11,0,2,Fall,0
2020-11-12,Dover,39.1582,-75.5244,14.03,60,Moderate,26.02,20.61,24.12,4.94,0.49,18.82,81.2,1.2,2020,11,12,0,3,Fall,0
2020-11-13,Dover,39.1582,-75.5244,11.24,55,Moderate,28.11,31.65,12.95,5.48,0.27,4.56,63.8,2.3,2020,11,13,0,4,Fall,0
2020-11-14,Dover,39.1582,-75.5244,13.05,58,Moderate,14.15,22.05,8.93,3.73,0.33,20.03,31.3,7.2,2020,11,14,0,5,Fall,1
2020-11-15,Dover,39.1582,-75.5244,5.08,28,Good,24.34,31.29,22.14,5.53,0.51,15.35,37.6,3.0,2020,11,15,0,6,Fall,1
2020-11-16,Dover,39.1582,-75.5244,5.73,32,Good,29.83,29.69,22.08,3.84,0.44,4.27,60.3,1.6,2020,11,16,0,0,Fall,0
2020-11-17,Dover,39.1582,-75.5244,7.99,44,Good,17.8,21.37,20.4,4.44,0.56,4.68,73.9,5.0,2020,11,17,0,1,Fall,0
2020-11-18,Dover,39.1582,-75.5244,10.72,54,Moderate,13.04,14.22,9.34,4.92,0.23,14.36,73.5,5.1,2020,11,18,0,2,Fall,0
2020-11-19,Dover,39.1582,-75.5244,11.78,56,Moderate,15.06,19.34,15.17,4.32,0.42,5.19,67.4,8.6,2020,11,19,0,3,Fall,0
2020-11-20,Dover,39.1582,-75.5244,6.43,36,Good,24.84,36.5,21.8,5.97,0.26,2.67,80.3,2.9,2020,11,20,0,4,Fall,0
2020-11-21,Dover,39.1582,-75.5244,10.01,53,Moderate,22.03,28.15,9.88,4.48,0.21,8.81,60.4,9.2,2020,11,21,0,5,Fall,1
2020-11-22,Dover,39.1582,-75.5244,7.89,44,Good,27.84,27.22,21.44,3.26,0.29,22.31,54.0,9.2,2020,11,22,0,6,Fall,1
2020-11-23,Dover,39.1582,-75.5244,9.25,51,Moderate,18.81,15.71,12.12,6.03,0.58,9.96,70.0,9.1,2020,11,23,0,0,Fall,0
2020-11-24,Dover,39.1582,-75.5244,7.58,42,Good,18.33,25.88,15.46,3.73,0.21,8.72,39.9,4.4,2020,11,24,0,1,Fall,0
2020-11-25,Dover,39.1582,-75.5244,7.78,43,Good,23.32,32.46,15.04,4.62,0.27,12.28,58.9,4.2,2020,11,25,0,2,Fall,0
2020-11-26,Dover,39.1582,-75.5244,14.69,61,Moderate,14.47,13.86,21.36,3.66,0.29,8.9,79.9,3.3,2020,11,26,0,3,Fall,0
2020-11-27,Dover,39.1582,-75.5244,5.97,33,Good,22.9,20.51,15.41,3.26,0.23,12.75,78.2,6.8,2020,11,27,0,4,Fall,0
2020-11-28,Dover,39.1582,-75.5244,13.48,59,Moderate,13.32,20.56,20.12,4.62,0.5,19.38,77.0,6.6,2020,11,28,0,5,Fall,1
2020-11-29,Dover,39.1582,-75.5244,7.06,39,Good,26.06,14.16,11.05,3.4,0.53,21.7,77.1,9.9,2020,11,29,0,6,Fall,1
2020-11-30,Dover,39.1582,-75.5244,6.96,39,Good,28.19,25.7,24.12,5.55,0.27,7.82,63.3,9.6,2020,11,30,0,0,Fall,0
2020-12-01,Dover,39.1582,-75.5244,10.39,53,Moderate,19.57,32.35,25.6,3.22,0.61,9.51,65.3,9.3,2020,12,1,0,1,Winter,0
2020-12-02,Dover,39.1582,-75.5244,9.55,52,Moderate,13.5,27.05,24.01,5.58,0.46,7.46,32.2,6.8,2020,12,2,0,2,Winter,0
2020-12-03,Dover,39.1582,-75.5244,14.44,61,Moderate,12.89,17.95,19.16,6.15,0.3,13.91,37.9,8.6,2020,12,3,0,3,Winter,0
2020-12-04,Dover,39.1582,-75.5244,10.84,54,Moderate,30.55,20.1,13.9,5.04,0.62,5.83,68.1,7.1,2020,12,4,0,4,Winter,0
